Region,Depth,Oil_Production_Rate,Extraction_Method,Water_Cut,Flaring_Emissions_MtCO2,Venting_Emissions_MtCO2,Methane_Emissions_MtCO2e
north america,3558.28,4393.85,steam injection,14.32,6.71,3.18,1.07
asia,4439.72,4775.72,fracking,34.09,8.63,1.3,6.65
north america,3358.06,1820846.19,steam injection,76.15,6.06,1.88,9.77
africa,875.07,1293.62,water flooding,88.3,8.98,3.95,1.34
africa,3075.69,3403433.31,fracking,32.38,8.56,1.14,9.95
europe,2390.39,4128.45,steam injection,51.86,3.25,2.88,3.88
north america,2478.77,3353979.29,fracking,93.09,2.08,2.7,2.75
middle east,818.82,1496.97,water flooding,89.27,3.6,1.04,1.65
middle east,1013.39,1953.67,water flooding,46.66,3.08,2.93,6.96
middle east,4040.9,4056510.76,steam injection,28.72,4.85,1.25,2.49
middle east,4046.4,1096985.83,steam injection,90.87,8.9,2.53,4.86
africa,3148.51,4759900.34,steam injection,90.08,0.85,0.96,6.45
africa,3319.81,4573.92,natural lift,8.72,1.53,3.59,8.93
middle east,2000.88,2829229.54,natural lift,5.55,8.39,1.25,3.71
africa,2750.48,3054.61,fracking,30.25,8.01,4.26,7.62
europe,1057.07,301620.16,water flooding,25.59,4.03,1.15,6.96
europe,1537.08,2211.02,fracking,36.73,2.01,2.32,8.32
asia,1537.49,4194.03,natural lift,69.38,4.07,3.81,1.06
asia,2959.3,4377815.41,steam injection,99.33,3.07,4.51,8.35
middle east,2082.34,2405.8,steam injection,86.97,6.08,4.99,1.03
asia,3353.67,4738042.55,water flooding,11.99,8.97,3.59,5.55
north america,4181.25,1039178.88,water flooding,80.76,9.81,3.88,7.35
south america,4523.82,3957311.93,water flooding,43.71,7.96,3.1,8.07
asia,1779.26,3814.57,steam injection,75.82,7.59,2.27,8.77
middle east,910.15,3717389.26,natural lift,68.43,8.34,3.41,5.57
asia,3101.33,1295530.53,water flooding,20.16,8.43,3.37,6.74
africa,4210.76,2476399.11,steam injection,96.12,0.08,2.34,2.37
south america,1765.82,3764.3,steam injection,32.66,7.26,3.24,4.66
south america,1048.87,2417.94,water flooding,73.08,6.87,3.55,7.18
south america,1903.69,665.25,fracking,62.2,7.18,2.22,6.03
north america,3726.73,3479.41,fracking,11.16,3.44,4.99,2.79
europe,1698.49,2393.27,water flooding,23.44,8.04,2.66,1.09
africa,934.22,1921.52,natural lift,74.1,5.78,2.67,3.33
north america,1063.22,1245900.47,water flooding,92.17,2.54,2.81,8.71
south america,4206.51,3826841.57,water flooding,50.8,9.29,1.92,8.44
south america,1614.1,1043436.42,fracking,7.9,2.7,0.35,3.13
north america,930.0,4255014.14,fracking,17.53,5.59,3.28,2.02
north america,3874.29,738.86,water flooding,98.72,6.04,4.88,0.2
asia,2331.59,1482.61,steam injection,54.49,3.37,0.5,0.09
north america,2729.44,446.18,steam injection,25.41,3.22,4.02,3.56
africa,4124.42,3678882.09,natural lift,2.78,3.04,0.34,2.17
africa,2184.44,302.8,steam injection,83.69,4.49,1.53,0.0
asia,820.63,4867.52,steam injection,87.11,4.39,0.19,2.55
africa,3245.25,4678859.75,natural lift,10.47,9.69,1.65,6.09
asia,3121.91,132534.18,water flooding,88.68,5.05,3.48,0.79
north america,2901.48,4683.81,fracking,88.2,9.63,4.15,0.66
asia,3533.51,3965.76,fracking,95.67,0.88,4.18,9.05
middle east,865.01,3705029.69,natural lift,28.17,3.19,3.51,9.03
middle east,2047.39,379.91,natural lift,37.35,8.51,3.24,0.08
south america,2849.37,3322.23,water flooding,85.94,1.53,2.56,3.36
middle east,3945.15,4945899.03,natural lift,2.93,7.76,0.09,3.63
africa,1528.58,3824800.76,steam injection,92.09,6.97,4.28,9.39
asia,3373.65,3718.82,natural lift,80.76,7.84,2.21,4.74
asia,1361.28,1175.07,steam injection,19.54,0.68,0.9,3.33
south america,3388.89,1112.33,fracking,2.84,4.0,4.81,3.17
middle east,1969.08,1601796.03,fracking,66.51,3.9,3.45,3.44
south america,1870.91,1518317.43,water flooding,51.45,4.38,3.72,1.28
north america,1284.71,1984994.36,steam injection,51.06,4.2,3.8,3.1
middle east,4411.73,235003.41,fracking,42.47,8.18,4.26,9.7
asia,1507.71,558.78,water flooding,74.27,6.85,3.89,4.31
north america,810.41,3001.98,fracking,68.18,2.82,2.41,7.97
africa,2848.1,1330167.6,fracking,4.03,6.78,0.29,2.77
asia,4421.14,3108.73,natural lift,8.76,5.22,0.13,9.04
africa,1272.1,1535.56,steam injection,28.64,0.84,1.09,6.93
europe,1082.41,699918.5,steam injection,7.48,0.99,4.67,6.83
europe,1094.59,761.68,natural lift,54.93,6.36,2.37,9.73
middle east,3444.99,2427695.54,water flooding,55.75,8.14,3.44,9.49
asia,1898.64,4210695.74,steam injection,13.81,4.17,3.71,3.45
north america,1317.27,1548.74,water flooding,92.99,6.24,3.52,2.01
europe,956.53,4666.62,water flooding,58.0,9.49,0.78,9.94
middle east,4263.29,426.79,fracking,85.83,6.89,2.44,6.53
north america,1745.02,3298180.13,fracking,17.03,4.12,4.31,0.38
asia,4813.37,1199.53,fracking,15.93,1.71,3.28,7.72
south america,4070.62,4896.97,steam injection,35.01,0.82,2.74,9.9
africa,2617.65,3721313.12,water flooding,48.22,5.33,0.52,8.34
middle east,1981.44,2856932.72,fracking,54.5,7.95,2.63,2.79
europe,3546.03,2558594.0,water flooding,37.01,4.66,1.89,2.5
europe,1367.42,2554.85,natural lift,36.43,8.4,3.02,8.06
middle east,3772.19,1564244.88,natural lift,21.71,5.86,0.45,6.35
europe,3891.67,575746.46,steam injection,56.97,0.03,2.49,6.65
asia,3336.69,4134254.3,fracking,86.31,9.64,1.98,8.69
middle east,4046.02,3510.94,fracking,37.99,4.8,1.61,5.09
europe,996.14,1029.77,natural lift,10.75,9.92,3.14,0.38
north america,1977.1,4609.81,natural lift,1.26,6.41,2.96,6.15
europe,1058.35,2480.84,steam injection,50.31,8.88,1.51,6.44
asia,3791.28,4475023.47,natural lift,23.5,3.27,1.04,4.15
middle east,847.46,2909.62,natural lift,18.17,8.78,0.47,2.97
africa,4818.93,458438.24,natural lift,4.71,5.47,2.47,3.13
north america,1353.15,3904668.1,water flooding,35.45,3.81,3.53,9.34
south america,1635.0,2097.96,natural lift,35.97,9.56,1.08,0.19
middle east,3082.41,4136.49,steam injection,49.7,0.08,0.01,0.78
north america,2662.28,1080.55,water flooding,37.0,0.75,0.32,6.0
north america,1756.67,2906010.43,steam injection,6.64,2.24,1.49,7.38
africa,1870.26,2573.94,water flooding,94.8,0.36,2.48,5.52
middle east,2190.78,703.79,steam injection,2.1,5.93,4.5,9.37
africa,977.2,2942926.68,water flooding,15.32,3.83,3.93,5.19
south america,3951.22,1810152.89,natural lift,31.56,6.78,4.11,7.11
south america,2686.73,884890.63,natural lift,71.73,5.02,4.4,4.78
asia,3859.49,987.94,water flooding,37.85,2.8,3.93,6.88
africa,1338.03,613.31,water flooding,76.6,8.37,0.23,1.05
asia,1599.9,114.51,natural lift,42.67,7.87,3.4,3.5
south america,613.12,154.91,water flooding,25.64,4.64,2.04,0.23
asia,1861.49,3589.2,fracking,48.72,8.74,0.3,0.52
europe,1931.78,3083776.01,water flooding,78.83,0.18,2.88,3.74
middle east,4406.51,4219.95,water flooding,51.86,1.27,4.6,0.69
europe,1907.54,584153.18,fracking,41.0,0.52,4.98,9.82
asia,2624.4,1020620.96,fracking,97.52,1.97,1.58,9.74
south america,3844.84,426877.91,fracking,89.51,3.95,2.85,0.31
north america,2800.3,1549462.01,natural lift,43.37,5.05,0.64,2.24
middle east,3100.29,3070055.58,fracking,10.58,0.6,0.62,0.05
middle east,4962.96,4898440.49,natural lift,96.04,9.15,2.39,2.59
north america,3685.79,4418.97,natural lift,3.83,1.75,2.0,0.84
africa,2384.69,2093.02,water flooding,34.95,5.6,2.51,6.09
asia,4406.3,2204920.45,steam injection,99.13,6.2,4.96,5.84
africa,4297.0,361.08,steam injection,56.19,6.27,2.15,2.67
north america,1739.36,4708395.69,water flooding,72.24,3.13,4.22,6.09
europe,1743.74,4768.58,water flooding,11.3,2.83,4.04,2.94
asia,2632.54,530894.67,steam injection,3.67,4.87,3.4,4.75
asia,1665.43,2673562.5,steam injection,80.59,4.14,4.27,6.2
africa,631.68,4552816.56,water flooding,2.31,6.53,2.05,6.59
asia,3125.09,4500715.15,fracking,2.05,7.32,2.06,4.24
europe,2195.24,904541.2,water flooding,19.81,5.1,1.07,0.33
north america,697.81,349.66,fracking,20.48,0.35,4.71,9.99
africa,4452.36,1614.1,fracking,65.84,8.7,0.27,2.59
middle east,4696.27,2064648.42,water flooding,91.41,6.33,1.67,9.24
africa,4043.55,1994242.24,natural lift,90.16,7.4,0.81,2.95
north america,3770.52,3230452.22,steam injection,2.2,9.41,0.15,6.86
asia,2007.21,594429.95,steam injection,78.81,9.55,1.88,8.95
asia,1843.83,2522788.82,fracking,65.52,4.07,0.38,0.13
north america,1414.49,1811.07,steam injection,9.77,6.31,3.25,1.99
north america,3269.17,109104.94,water flooding,88.19,6.63,0.17,2.1
africa,4062.08,2624.19,water flooding,97.22,7.03,2.73,2.41
middle east,2525.17,702303.33,natural lift,26.52,2.59,4.06,5.24
europe,4983.23,632.7,steam injection,92.05,7.83,1.68,1.37
africa,954.69,96284.26,fracking,68.66,6.16,3.72,3.91
europe,2122.96,345.23,steam injection,31.76,0.13,0.54,0.32
north america,3341.93,535028.48,fracking,79.76,0.61,0.41,7.97
north america,2455.87,4959242.61,steam injection,89.4,4.49,2.94,9.75
europe,2716.33,376.55,water flooding,58.67,1.56,3.04,6.79
south america,3642.35,3017.76,fracking,97.82,9.47,1.31,4.27
middle east,1105.86,1324670.28,water flooding,98.17,6.83,2.33,1.17
middle east,1771.47,520988.29,natural lift,27.47,3.17,0.1,6.76
south america,2113.54,3804253.0,natural lift,32.68,4.85,3.04,2.52
south america,4661.02,756.04,natural lift,53.22,8.25,2.72,2.58
north america,1386.98,2938637.26,water flooding,89.34,8.07,1.48,9.04
europe,981.0,4884.2,steam injection,22.09,3.29,0.53,2.07
africa,4805.35,3070948.01,steam injection,15.61,4.56,3.2,9.32
south america,2452.15,4307351.83,steam injection,96.16,3.33,1.41,2.82
south america,4250.76,2643.79,fracking,23.93,6.36,3.6,9.01
asia,3937.71,2807835.12,steam injection,92.43,4.45,4.68,3.2
asia,1635.45,3786.52,steam injection,26.03,1.69,2.44,5.87
south america,2889.35,737256.49,natural lift,76.13,9.27,3.1,4.94
north america,698.35,2587.75,steam injection,86.62,3.95,1.99,2.03
middle east,4210.46,3528.94,fracking,14.51,3.99,3.57,5.02
south america,4554.75,2937502.97,fracking,51.03,5.63,0.24,0.68
asia,2886.3,2978.21,fracking,24.95,2.93,0.45,3.59
middle east,1354.06,1906981.41,water flooding,12.19,3.75,2.65,3.24
middle east,4371.73,1415.84,natural lift,75.64,6.91,1.6,3.68
south america,675.47,4781.18,fracking,36.63,7.41,4.65,2.76
africa,1522.95,4615.06,natural lift,94.01,0.12,4.67,8.18
europe,3630.97,3959985.7,natural lift,52.08,1.12,2.57,1.04
south america,652.65,4729.92,fracking,46.31,9.78,0.02,0.37
africa,4939.11,2281.64,water flooding,0.47,5.2,3.74,9.69
south america,1491.9,4575531.65,fracking,77.61,4.02,2.27,4.84
africa,1155.49,2067.94,natural lift,21.15,2.19,2.22,3.04
middle east,669.64,1250.4,fracking,54.84,6.48,1.53,6.09
middle east,2088.35,1174.89,steam injection,25.48,4.73,1.11,8.79
south america,2904.84,1221.1,water flooding,75.88,2.97,1.47,7.91
middle east,870.13,245.53,natural lift,39.33,8.46,2.23,4.38
africa,4735.84,3118.11,fracking,47.33,5.34,0.68,1.64
africa,2222.42,4861.37,water flooding,48.64,5.12,0.55,4.05
europe,2393.18,3239951.48,natural lift,30.49,8.75,0.4,8.55
middle east,1206.99,2700.46,steam injection,86.29,2.31,0.25,7.19
europe,3871.93,157753.2,fracking,12.66,6.75,3.18,9.29
africa,4447.79,2337.65,water flooding,20.16,8.96,3.46,8.02
europe,4232.05,4670382.9,natural lift,42.02,8.69,0.79,4.26
europe,3512.66,519048.21,fracking,8.0,1.1,4.63,3.95
africa,3143.68,4548469.57,fracking,65.48,6.47,2.31,2.57
africa,1470.35,2996.56,natural lift,70.73,9.38,0.22,3.21
asia,4105.33,1869978.27,steam injection,46.35,2.62,2.42,9.1
north america,2208.87,4557.16,water flooding,94.85,1.01,0.64,5.67
europe,2759.05,1811787.9,water flooding,1.53,4.79,4.36,6.34
europe,1892.85,4982412.56,natural lift,72.08,3.4,3.78,0.12
europe,2862.74,1189.88,steam injection,40.05,2.19,2.89,6.37
north america,562.16,4342167.57,natural lift,4.43,5.52,4.86,1.69
africa,4747.17,4570.0,water flooding,93.35,2.04,0.48,9.84
middle east,4628.75,1932186.92,steam injection,56.34,8.12,4.57,1.3
africa,4843.82,578921.48,steam injection,52.11,6.17,3.04,7.33
europe,4284.71,4905.12,natural lift,96.15,5.67,1.6,3.9
africa,4179.75,1664815.49,fracking,10.5,6.63,0.14,4.03
south america,2170.88,3431.27,natural lift,45.76,1.93,2.15,5.23
europe,2044.93,2658285.93,fracking,64.56,5.16,3.04,8.9
middle east,1544.19,212.63,water flooding,69.32,7.96,4.03,5.2
south america,562.43,675844.48,fracking,26.52,5.43,3.97,4.78
south america,1353.75,3487.61,water flooding,44.01,3.03,1.83,3.55
middle east,3496.35,1078280.57,natural lift,56.43,9.71,0.17,5.96
asia,2802.22,1642.03,steam injection,23.68,2.13,2.42,9.41
north america,1780.53,3445.31,steam injection,4.57,5.68,0.8,8.06
middle east,3575.92,4039.56,water flooding,84.97,4.11,1.84,0.93
middle east,761.5,1868.15,water flooding,17.9,9.57,4.66,1.65
asia,1813.87,682007.84,water flooding,3.08,2.04,4.79,1.09
asia,1929.91,3014.0,natural lift,24.9,2.42,3.69,2.03
north america,1926.41,373364.9,fracking,72.38,5.73,4.64,8.27
middle east,3989.74,4865838.19,fracking,58.98,8.24,0.51,4.01
asia,870.16,1650.75,water flooding,34.68,1.01,1.07,3.7
asia,3762.32,3946280.24,fracking,36.63,5.87,2.74,1.44
asia,4714.98,3637.25,natural lift,98.11,4.49,4.85,8.87
asia,4950.84,818903.32,natural lift,79.34,0.15,3.73,8.97
africa,970.36,2766.5,water flooding,32.4,1.1,4.5,3.96
asia,4224.61,896.43,fracking,30.87,4.76,4.51,1.45
south america,1275.84,1369.06,steam injection,18.13,0.05,1.45,1.03
asia,662.56,1127.47,water flooding,32.19,2.72,0.15,8.33
europe,3580.57,4612.37,natural lift,0.58,9.41,3.61,3.07
north america,1821.04,3577860.94,steam injection,58.87,9.13,0.1,3.67
middle east,978.73,2237.95,natural lift,9.03,2.07,4.05,0.42
asia,506.08,817558.32,fracking,26.56,0.7,0.6,9.65
africa,1485.4,3128.45,water flooding,39.55,1.81,3.04,9.15
asia,4938.22,1400.76,water flooding,84.0,5.33,3.52,0.92
north america,4359.16,3972328.57,steam injection,32.01,3.99,4.73,1.18
asia,3693.1,4962.51,water flooding,42.17,5.63,4.25,0.1
south america,1105.33,4948342.08,steam injection,50.01,7.24,3.91,6.14
asia,1402.54,208218.26,fracking,81.73,1.66,1.28,3.63
africa,2128.19,3445.02,fracking,4.59,4.48,1.83,6.21
middle east,2754.03,3243.83,steam injection,24.41,9.42,1.0,3.3
asia,3071.15,475.87,steam injection,36.83,7.54,0.71,9.12
south america,1343.66,4554.19,steam injection,81.46,7.17,3.77,4.29
north america,542.22,4214985.91,natural lift,2.9,7.87,4.57,8.09
north america,2334.64,4402.62,steam injection,62.35,4.43,1.66,5.9
europe,2481.04,3073.48,natural lift,18.51,1.48,4.13,0.87
asia,1215.45,3879033.34,water flooding,74.74,5.74,0.1,8.81
africa,3731.86,2830.25,fracking,36.7,8.19,4.02,4.49
africa,2655.82,2857.27,water flooding,15.54,9.47,0.12,5.63
middle east,2395.02,2128259.35,natural lift,58.32,2.64,0.95,2.17
africa,631.38,1493032.1,steam injection,52.81,5.96,3.28,1.8
asia,2078.03,688400.05,natural lift,53.35,1.32,3.11,7.35
north america,1129.45,3209.88,water flooding,73.51,9.56,1.59,4.93
africa,1999.97,3431940.34,natural lift,32.81,8.23,3.41,6.71
europe,1907.12,1774.13,water flooding,85.5,1.5,1.19,7.29
asia,757.61,4603.16,fracking,71.75,8.57,4.61,0.27
south america,918.34,4818.14,water flooding,50.71,2.83,3.4,9.18
south america,2223.44,2465.88,steam injection,13.05,8.41,3.41,4.64
north america,2159.47,2015609.24,natural lift,20.49,1.91,3.74,9.05
europe,1670.84,1221.71,steam injection,92.04,3.88,1.59,0.63
asia,3003.11,4918941.19,natural lift,71.94,6.76,0.1,2.98
north america,2338.48,3211733.17,fracking,2.22,3.95,2.48,3.67
europe,3192.71,4287638.45,natural lift,48.3,6.24,3.36,5.76
africa,1692.54,2005889.85,water flooding,52.02,7.16,2.74,6.86
africa,3176.29,948989.88,natural lift,52.45,3.32,4.82,6.68
africa,876.42,4492.71,natural lift,31.87,6.64,3.37,2.53
asia,788.93,4567414.71,natural lift,1.5,9.48,2.12,1.76
north america,1527.58,3684.7,water flooding,10.4,8.85,4.51,9.75
europe,1624.6,3682.89,water flooding,50.11,1.25,4.5,5.83
asia,1878.43,748.13,fracking,62.69,3.31,2.32,8.7
europe,2645.42,3578515.56,water flooding,28.9,0.87,1.01,8.82
europe,789.22,3061496.59,steam injection,27.0,5.24,2.87,1.71
europe,4930.38,663652.0,water flooding,46.75,0.37,4.52,8.73
north america,1740.37,3220.86,natural lift,42.01,7.66,0.76,1.18
africa,3886.52,1695593.63,fracking,0.19,7.16,2.38,9.35
europe,3460.1,2260.05,fracking,32.8,3.48,1.86,6.59
middle east,4354.8,2057267.15,natural lift,9.03,0.22,3.01,1.9
middle east,2016.2,4706.64,water flooding,79.28,8.5,4.13,8.91
africa,786.88,181.19,steam injection,6.08,9.39,0.48,6.65
north america,2178.96,2128.32,fracking,61.35,0.62,1.16,0.1
asia,4407.15,1187050.68,steam injection,49.07,9.5,3.6,8.68
middle east,2080.33,773.54,water flooding,72.53,8.05,2.77,9.22
asia,3231.19,3391.74,natural lift,20.88,7.58,2.34,9.85
north america,2773.78,3608155.48,fracking,93.3,2.56,3.89,5.07
africa,1778.67,838843.89,steam injection,30.47,6.57,1.33,1.63
africa,2743.02,2569790.98,steam injection,44.81,1.46,2.81,4.25
asia,4127.08,1325183.82,water flooding,49.36,4.24,0.66,2.29
south america,4503.85,430.03,steam injection,15.93,7.62,3.4,5.89
south america,3482.72,3851.93,water flooding,42.18,7.96,3.86,5.51
north america,4384.65,1383055.57,steam injection,31.75,9.78,3.19,4.04
south america,612.91,1936.08,water flooding,88.62,2.87,2.6,7.11
europe,2099.53,1814.34,steam injection,76.11,6.12,4.26,6.37
africa,3774.03,2890458.38,fracking,42.53,3.41,0.37,8.26
africa,2047.56,1319.33,natural lift,89.58,0.45,1.4,1.31
asia,4122.32,1523499.62,water flooding,50.81,0.44,3.78,3.31
europe,1852.54,4753.9,steam injection,15.68,6.03,1.06,1.02
south america,3766.69,3035199.56,fracking,71.18,6.3,1.12,4.92
north america,3471.15,597.69,fracking,58.52,8.45,4.01,4.5
europe,4543.02,4402179.67,water flooding,94.27,0.44,1.97,2.98
south america,2193.54,87678.68,fracking,75.36,5.3,4.71,4.92
middle east,3887.78,2935.73,steam injection,87.52,1.46,4.83,7.01
asia,2353.81,2903.36,steam injection,57.23,1.22,4.1,9.65
south america,3630.98,4012454.65,natural lift,31.05,1.1,4.84,9.1
europe,4434.36,4736.82,water flooding,74.41,5.28,2.56,6.49
africa,2968.28,4649580.89,natural lift,31.27,5.1,3.28,9.94
africa,4853.27,1712582.78,fracking,37.98,4.1,1.44,1.05
africa,4849.25,580364.98,steam injection,23.66,9.92,1.67,5.29
africa,2009.91,2704.16,steam injection,99.98,5.86,1.03,8.45
europe,1973.19,4105.47,fracking,44.95,7.95,2.35,0.04
middle east,559.89,2715627.2,fracking,89.76,9.74,3.6,1.4
africa,3254.31,1668347.59,fracking,77.18,6.32,0.22,3.14
europe,1323.93,1582586.98,natural lift,72.95,6.18,2.99,7.7
north america,3210.13,4049.15,natural lift,92.37,1.33,1.56,6.18
south america,2786.4,3073280.99,water flooding,50.63,2.01,3.87,5.4
asia,2181.4,1596.99,fracking,91.29,1.59,0.91,2.34
africa,3642.53,473670.12,water flooding,97.72,4.85,1.9,4.69
europe,4081.88,3092738.48,steam injection,26.19,4.92,3.17,9.92
middle east,625.06,4093.68,natural lift,57.92,4.12,0.93,2.51
europe,988.52,4551573.82,natural lift,57.84,5.39,1.61,3.61
asia,4314.1,2288.41,water flooding,94.17,7.46,4.54,0.52
north america,4467.11,4027002.38,natural lift,91.04,9.53,4.55,7.58
north america,3529.25,3824.12,steam injection,97.4,3.54,3.63,4.25
asia,2712.42,3279.81,water flooding,38.66,8.79,0.41,5.83
south america,4401.57,4576.08,natural lift,90.05,3.52,0.65,6.41
europe,3732.54,2063943.38,water flooding,58.72,2.86,1.36,2.57
africa,4052.54,4015268.83,water flooding,66.29,4.14,1.34,2.2
asia,2423.82,4733.01,fracking,34.89,9.53,3.81,6.95
europe,2860.26,3602835.6,natural lift,24.02,4.34,0.11,8.18
asia,2052.72,511.62,natural lift,27.98,7.9,0.38,7.9
north america,1026.98,2078962.5,natural lift,87.01,2.54,3.49,3.89
europe,1433.47,2488.1,fracking,20.35,8.43,1.7,3.33
middle east,4235.11,2207.25,water flooding,50.68,2.53,1.11,7.44
europe,2467.62,2520.87,steam injection,83.7,4.52,1.91,0.91
asia,2093.05,1040.63,water flooding,11.36,7.81,4.09,7.13
europe,2182.3,3944.58,steam injection,11.65,2.67,2.95,1.65
asia,3275.59,138446.98,water flooding,34.0,5.65,0.94,4.34
north america,4851.45,2451.87,steam injection,69.97,3.21,2.08,1.94
africa,4587.6,2933.9,fracking,89.54,5.87,1.34,6.58
middle east,3752.0,3394.43,fracking,68.7,4.47,2.04,3.91
south america,1172.59,242311.22,water flooding,73.06,9.31,0.44,6.05
europe,1461.04,3973571.87,fracking,45.33,8.38,2.92,4.86
north america,2293.35,4896701.61,steam injection,5.33,0.45,2.15,9.1
asia,4418.45,3790.35,natural lift,91.75,1.73,2.53,5.28
africa,3262.1,4289941.74,steam injection,41.01,3.36,1.86,7.18
